,0
Team_ID,1610612747
Season,2011-12
FGM,"{'AVG': 36.803030303030305, 'STDEV': 4.162912061266347}"
FGA,"{'AVG': 80.5909090909091, 'STDEV': 6.471184109281992}"
FGP,"{'AVG': 0.45762121212121204, 'STDEV': 0.046444926907373}"
FG3M,"{'AVG': 5.484848484848484, 'STDEV': 2.597291039895365}"
FG3A,"{'AVG': 16.848484848484848, 'STDEV': 4.28680416822252}"
FG3P,"{'AVG': 0.322427539383739, 'STDEV': 0.128463507066495}"
FTM,"{'AVG': 18.21212121212121, 'STDEV': 6.160707131029063}"
FTA,"{'AVG': 24.075757575757574, 'STDEV': 24.075757575757574}"
FTP,"{'AVG': 0.7577424242424241, 'STDEV': 0.7577424242424241}"
OREB,"{'AVG': 12.106060606060606, 'STDEV': 3.907109054723347}"
DREB,"{'AVG': 34.10606060606061, 'STDEV': 5.392669633946231}"
REB,"{'AVG': 46.21212121212121, 'STDEV': 6.311199207063221}"
AST,"{'AVG': 22.5, 'STDEV': 4.554794599776574}"
BLK,"{'AVG': 5.318181818181818, 'STDEV': 2.226823131445615}"
TOV,"{'AVG': 14.545454545454545, 'STDEV': 3.582787132438046}"
PF,"{'AVG': 16.803030303030305, 'STDEV': 4.286722603107259}"
