,0
Team_ID,1610612751
Season,2011-12
FGM,"{'AVG': 34.27272727272727, 'STDEV': 4.721621151014373}"
FGA,"{'AVG': 80.60606060606061, 'STDEV': 5.642909200264013}"
FGP,"{'AVG': 0.425878787878787, 'STDEV': 0.05628075641925501}"
FG3M,"{'AVG': 7.681818181818182, 'STDEV': 3.282396361520935}"
FG3A,"{'AVG': 22.439393939393938, 'STDEV': 5.060035840185591}"
FG3P,"{'AVG': 0.33515591402724804, 'STDEV': 0.090630182415931}"
FTM,"{'AVG': 16.863636363636363, 'STDEV': 5.3201687759126415}"
FTA,"{'AVG': 21.71212121212121, 'STDEV': 21.71212121212121}"
FTP,"{'AVG': 0.781787878787878, 'STDEV': 0.781787878787878}"
OREB,"{'AVG': 11.863636363636363, 'STDEV': 3.699839346351567}"
DREB,"{'AVG': 28.46969696969697, 'STDEV': 4.707505290555291}"
REB,"{'AVG': 40.333333333333336, 'STDEV': 6.162749968925169}"
AST,"{'AVG': 19.863636363636363, 'STDEV': 4.603966061615083}"
BLK,"{'AVG': 3.939393939393939, 'STDEV': 2.1474764286610952}"
TOV,"{'AVG': 14.287878787878787, 'STDEV': 3.266450209278716}"
PF,"{'AVG': 19.21212121212121, 'STDEV': 4.001980861504814}"
