,0
Team_ID,1610612757
Season,2011-12
FGM,"{'AVG': 36.39393939393939, 'STDEV': 5.270757609764063}"
FGA,"{'AVG': 82.07575757575758, 'STDEV': 7.294488132114351}"
FGP,"{'AVG': 0.443545454545454, 'STDEV': 0.053374203454530006}"
FG3M,"{'AVG': 7.242424242424242, 'STDEV': 2.99774585088199}"
FG3A,"{'AVG': 20.939393939393938, 'STDEV': 4.349637607818302}"
FG3P,"{'AVG': 0.342800734305372, 'STDEV': 0.104203781763869}"
FTM,"{'AVG': 17.166666666666668, 'STDEV': 5.879778471319721}"
FTA,"{'AVG': 21.560606060606062, 'STDEV': 21.560606060606062}"
FTP,"{'AVG': 0.794696969696969, 'STDEV': 0.794696969696969}"
OREB,"{'AVG': 11.136363636363637, 'STDEV': 3.436842753442192}"
DREB,"{'AVG': 29.53030303030303, 'STDEV': 5.511441796480361}"
REB,"{'AVG': 40.666666666666664, 'STDEV': 6.4099281967257244}"
AST,"{'AVG': 20.439393939393938, 'STDEV': 4.746265861394579}"
BLK,"{'AVG': 4.878787878787879, 'STDEV': 2.563142011223133}"
TOV,"{'AVG': 13.803030303030303, 'STDEV': 4.315338285945208}"
PF,"{'AVG': 18.954545454545453, 'STDEV': 3.626533917082294}"
