,0
Team_ID,1610612737
Season,2011-12
FGM,"{'AVG': 36.803030303030305, 'STDEV': 5.054228076098411}"
FGA,"{'AVG': 81.03030303030303, 'STDEV': 6.858951920317086}"
FGP,"{'AVG': 0.45460606060606, 'STDEV': 0.052761255828023004}"
FG3M,"{'AVG': 7.454545454545454, 'STDEV': 2.735419068902877}"
FG3A,"{'AVG': 20.151515151515152, 'STDEV': 4.858750786720719}"
FG3P,"{'AVG': 0.371717021612797, 'STDEV': 0.11172076540297501}"
FTM,"{'AVG': 15.530303030303031, 'STDEV': 6.283604298782904}"
FTA,"{'AVG': 20.984848484848484, 'STDEV': 20.984848484848484}"
FTP,"{'AVG': 0.7486363636363631, 'STDEV': 0.7486363636363631}"
OREB,"{'AVG': 9.878787878787879, 'STDEV': 3.75198471177446}"
DREB,"{'AVG': 31.303030303030305, 'STDEV': 5.366476273968571}"
REB,"{'AVG': 41.18181818181818, 'STDEV': 6.729748174301211}"
AST,"{'AVG': 22.439393939393938, 'STDEV': 4.551005934038651}"
BLK,"{'AVG': 4.590909090909091, 'STDEV': 2.022772451762281}"
TOV,"{'AVG': 13.257575757575758, 'STDEV': 3.860293356969752}"
PF,"{'AVG': 17.848484848484848, 'STDEV': 3.672108697244988}"
