,0
Team_ID,1610612760
Season,2011-12
FGM,"{'AVG': 37.303030303030305, 'STDEV': 5.197542901646144}"
FGA,"{'AVG': 79.22727272727273, 'STDEV': 8.078071846377993}"
FGP,"{'AVG': 0.47180303030303006, 'STDEV': 0.05319722945271801}"
FG3M,"{'AVG': 7.151515151515151, 'STDEV': 2.106710335624819}"
FG3A,"{'AVG': 19.954545454545453, 'STDEV': 4.397313229275762}"
FG3P,"{'AVG': 0.362511742131689, 'STDEV': 0.084535974011522}"
FTM,"{'AVG': 21.303030303030305, 'STDEV': 5.16488050936231}"
FTA,"{'AVG': 26.424242424242426, 'STDEV': 26.424242424242426}"
FTP,"{'AVG': 0.8082878787878781, 'STDEV': 0.8082878787878781}"
OREB,"{'AVG': 11, 'STDEV': 3.794733192202055}"
DREB,"{'AVG': 32.68181818181818, 'STDEV': 4.76254324723862}"
REB,"{'AVG': 43.68181818181818, 'STDEV': 6.051469219972925}"
AST,"{'AVG': 18.545454545454547, 'STDEV': 3.934783028645605}"
BLK,"{'AVG': 8.166666666666666, 'STDEV': 3.232447671458573}"
TOV,"{'AVG': 15.969696969696969, 'STDEV': 3.410254657622628}"
PF,"{'AVG': 20.484848484848484, 'STDEV': 4.214416372560424}"
