,0
Team_ID,1610612743
Season,2011-12
FGM,"{'AVG': 38.96969696969697, 'STDEV': 5.4687073341659005}"
FGA,"{'AVG': 81.87878787878788, 'STDEV': 6.936004506065326}"
FGP,"{'AVG': 0.476590909090909, 'STDEV': 0.05874612321683}"
FG3M,"{'AVG': 6.590909090909091, 'STDEV': 2.47434387714756}"
FG3A,"{'AVG': 19.863636363636363, 'STDEV': 4.27834030953544}"
FG3P,"{'AVG': 0.33486934159866205, 'STDEV': 0.11217571253549201}"
FTM,"{'AVG': 19.59090909090909, 'STDEV': 4.986064496257461}"
FTA,"{'AVG': 26.666666666666668, 'STDEV': 26.666666666666668}"
FTP,"{'AVG': 0.736030303030303, 'STDEV': 0.736030303030303}"
OREB,"{'AVG': 11.181818181818182, 'STDEV': 3.81861469407666}"
DREB,"{'AVG': 31.893939393939394, 'STDEV': 5.315083870468701}"
REB,"{'AVG': 43.07575757575758, 'STDEV': 6.17765354025323}"
AST,"{'AVG': 23.954545454545453, 'STDEV': 4.98129367868295}"
BLK,"{'AVG': 5, 'STDEV': 2.462019183828278}"
TOV,"{'AVG': 14.954545454545455, 'STDEV': 4.308959603794501}"
PF,"{'AVG': 19.651515151515152, 'STDEV': 3.353493811820851}"
