,0
Team_ID,1610612752
Season,2011-12
FGM,"{'AVG': 35.833333333333336, 'STDEV': 5.325073732485801}"
FGA,"{'AVG': 80.83333333333333, 'STDEV': 6.595064199450358}"
FGP,"{'AVG': 0.44334848484848405, 'STDEV': 0.057786741205984}"
FG3M,"{'AVG': 7.833333333333333, 'STDEV': 3.764544444125328}"
FG3A,"{'AVG': 23.303030303030305, 'STDEV': 6.813944293126913}"
FG3P,"{'AVG': 0.328481590823446, 'STDEV': 0.10682574548677101}"
FTM,"{'AVG': 18.348484848484848, 'STDEV': 6.037045696855436}"
FTA,"{'AVG': 24.757575757575758, 'STDEV': 24.757575757575758}"
FTP,"{'AVG': 0.7402121212121211, 'STDEV': 0.7402121212121211}"
OREB,"{'AVG': 11.257575757575758, 'STDEV': 3.557486606539925}"
DREB,"{'AVG': 30.484848484848484, 'STDEV': 4.548008606454289}"
REB,"{'AVG': 41.74242424242424, 'STDEV': 6.229731704460242}"
AST,"{'AVG': 20.12121212121212, 'STDEV': 4.872261049956964}"
BLK,"{'AVG': 4.181818181818182, 'STDEV': 2.461451047398923}"
TOV,"{'AVG': 15.287878787878787, 'STDEV': 4.241788996729316}"
PF,"{'AVG': 21.075757575757574, 'STDEV': 3.775673576424603}"
