,0
Team_ID,1610612763
Season,2011-12
FGM,"{'AVG': 36.74242424242424, 'STDEV': 5.150983792697666}"
FGA,"{'AVG': 82.15151515151516, 'STDEV': 7.674618355316888}"
FGP,"{'AVG': 0.44831818181818106, 'STDEV': 0.055245232050699006}"
FG3M,"{'AVG': 4.196969696969697, 'STDEV': 2.213383744195208}"
FG3A,"{'AVG': 12.863636363636363, 'STDEV': 3.834605038878946}"
FG3P,"{'AVG': 0.322959207532103, 'STDEV': 0.14117230068664402}"
FTM,"{'AVG': 17.303030303030305, 'STDEV': 6.4735430721329035}"
FTA,"{'AVG': 22.78787878787879, 'STDEV': 22.78787878787879}"
FTP,"{'AVG': 0.760575757575757, 'STDEV': 0.760575757575757}"
OREB,"{'AVG': 12.590909090909092, 'STDEV': 3.902572219712267}"
DREB,"{'AVG': 29.454545454545453, 'STDEV': 4.621627479518503}"
REB,"{'AVG': 42.04545454545455, 'STDEV': 5.776429075746786}"
AST,"{'AVG': 19.545454545454547, 'STDEV': 4.357775784756461}"
BLK,"{'AVG': 5.227272727272727, 'STDEV': 2.45448070362664}"
TOV,"{'AVG': 13.93939393939394, 'STDEV': 3.678957995782492}"
PF,"{'AVG': 19.939393939393938, 'STDEV': 4.113313423427312}"
