,0
Team_ID,1610612750
Season,2011-12
FGM,"{'AVG': 35.68181818181818, 'STDEV': 5.072274837582446}"
FGA,"{'AVG': 82.33333333333333, 'STDEV': 6.826043641442076}"
FGP,"{'AVG': 0.43380303030303, 'STDEV': 0.055010549952355006}"
FG3M,"{'AVG': 7.166666666666667, 'STDEV': 2.9850052613448463}"
FG3A,"{'AVG': 21.560606060606062, 'STDEV': 5.111461594010037}"
FG3P,"{'AVG': 0.32897611470838, 'STDEV': 0.10976548356606101}"
FTM,"{'AVG': 19.40909090909091, 'STDEV': 5.8703355237021295}"
FTA,"{'AVG': 25.181818181818183, 'STDEV': 25.181818181818183}"
FTP,"{'AVG': 0.772363636363636, 'STDEV': 0.772363636363636}"
OREB,"{'AVG': 12.075757575757576, 'STDEV': 3.438741299507964}"
DREB,"{'AVG': 31.651515151515152, 'STDEV': 4.916197480675249}"
REB,"{'AVG': 43.72727272727273, 'STDEV': 5.905787134525056}"
AST,"{'AVG': 19.545454545454547, 'STDEV': 3.907317861031127}"
BLK,"{'AVG': 4.4393939393939394, 'STDEV': 2.36726903920165}"
TOV,"{'AVG': 14.696969696969697, 'STDEV': 4.139749888281796}"
PF,"{'AVG': 18.363636363636363, 'STDEV': 3.7483796032885532}"
