,0
Team_ID,1610612753
Season,2011-12
FGM,"{'AVG': 34.46969696969697, 'STDEV': 5.624724805493077}"
FGA,"{'AVG': 78.21212121212122, 'STDEV': 7.030735056253751}"
FGP,"{'AVG': 0.4405, 'STDEV': 0.060306205829404005}"
FG3M,"{'AVG': 10.151515151515152, 'STDEV': 3.221287006258519}"
FG3A,"{'AVG': 27.045454545454547, 'STDEV': 5.542650901958288}"
FG3P,"{'AVG': 0.37368762488838503, 'STDEV': 0.090334711462312}"
FTM,"{'AVG': 15.075757575757576, 'STDEV': 5.972528406888959}"
FTA,"{'AVG': 22.848484848484848, 'STDEV': 22.848484848484848}"
FTP,"{'AVG': 0.65810606060606, 'STDEV': 0.65810606060606}"
OREB,"{'AVG': 11.242424242424242, 'STDEV': 3.8712375523184033}"
DREB,"{'AVG': 31.21212121212121, 'STDEV': 4.54216197765287}"
REB,"{'AVG': 42.45454545454545, 'STDEV': 6.219527110843515}"
AST,"{'AVG': 20.015151515151516, 'STDEV': 4.7377126069360465}"
BLK,"{'AVG': 4.166666666666667, 'STDEV': 2.152517905461725}"
TOV,"{'AVG': 14.075757575757576, 'STDEV': 3.989642768124662}"
PF,"{'AVG': 17.696969696969695, 'STDEV': 4.143464536869885}"
