,0
Team_ID,1610612756
Season,2011-12
FGM,"{'AVG': 37.803030303030305, 'STDEV': 4.753038532494271}"
FGA,"{'AVG': 82.5, 'STDEV': 6.412127931925923}"
FGP,"{'AVG': 0.459287878787878, 'STDEV': 0.054458103911034006}"
FG3M,"{'AVG': 6.727272727272727, 'STDEV': 2.545254737412677}"
FG3A,"{'AVG': 19.62121212121212, 'STDEV': 4.83819785748356}"
FG3P,"{'AVG': 0.34292181628225304, 'STDEV': 0.095265097824848}"
FTM,"{'AVG': 16.03030303030303, 'STDEV': 5.499565568771905}"
FTA,"{'AVG': 21.166666666666668, 'STDEV': 21.166666666666668}"
FTP,"{'AVG': 0.759787878787878, 'STDEV': 0.759787878787878}"
OREB,"{'AVG': 10.863636363636363, 'STDEV': 3.921876958946938}"
DREB,"{'AVG': 30.833333333333332, 'STDEV': 3.95584604714566}"
REB,"{'AVG': 41.696969696969695, 'STDEV': 5.241754541753236}"
AST,"{'AVG': 22.515151515151516, 'STDEV': 4.192456317803439}"
BLK,"{'AVG': 5.545454545454546, 'STDEV': 2.438043466400044}"
TOV,"{'AVG': 13.515151515151516, 'STDEV': 3.629971071054145}"
PF,"{'AVG': 18.681818181818183, 'STDEV': 3.591267575272385}"
