,0
Team_ID,1610612760
Season,2004-05
FGM,"{'AVG': 35.146341463414636, 'STDEV': 4.29217476667042}"
FGA,"{'AVG': 79.2439024390244, 'STDEV': 6.493227194375055}"
FGP,"{'AVG': 0.44513414634146303, 'STDEV': 0.054451873006845}"
FG3M,"{'AVG': 8.121951219512194, 'STDEV': 3.068720101169131}"
FG3A,"{'AVG': 22.24390243902439, 'STDEV': 5.217636226571711}"
FG3P,"{'AVG': 0.366223416514565, 'STDEV': 0.109777745343913}"
FTM,"{'AVG': 20.524390243902438, 'STDEV': 6.439127327108733}"
FTA,"{'AVG': 25.98780487804878, 'STDEV': 25.98780487804878}"
FTP,"{'AVG': 0.7862439024390241, 'STDEV': 0.7862439024390241}"
OREB,"{'AVG': 12.695121951219512, 'STDEV': 3.419945217921812}"
DREB,"{'AVG': 28.182926829268293, 'STDEV': 4.402939671136361}"
REB,"{'AVG': 40.8780487804878, 'STDEV': 5.720636768282716}"
AST,"{'AVG': 18.134146341463413, 'STDEV': 4.201005744136801}"
BLK,"{'AVG': 4.121951219512195, 'STDEV': 2.122136379313521}"
TOV,"{'AVG': 12.670731707317072, 'STDEV': 3.344628559158}"
PF,"{'AVG': 23.70731707317073, 'STDEV': 4.135028937985382}"
