,0
Team_ID,1610612759
Season,2004-05
FGM,"{'AVG': 35.646341463414636, 'STDEV': 5.014477684651164}"
FGA,"{'AVG': 78.65853658536585, 'STDEV': 8.122852251283156}"
FGP,"{'AVG': 0.45467073170731703, 'STDEV': 0.058004268654764005}"
FG3M,"{'AVG': 6.182926829268292, 'STDEV': 2.749312141943727}"
FG3A,"{'AVG': 17.01219512195122, 'STDEV': 4.451366560703992}"
FG3P,"{'AVG': 0.36322148129978504, 'STDEV': 0.132288838676313}"
FTM,"{'AVG': 18.71951219512195, 'STDEV': 5.9051649086723135}"
FTA,"{'AVG': 25.853658536585368, 'STDEV': 25.853658536585368}"
FTP,"{'AVG': 0.726914634146341, 'STDEV': 0.726914634146341}"
OREB,"{'AVG': 12.036585365853659, 'STDEV': 3.995198111409849}"
DREB,"{'AVG': 30.353658536585368, 'STDEV': 5.107177112143534}"
REB,"{'AVG': 42.390243902439025, 'STDEV': 6.009778241139885}"
AST,"{'AVG': 21.597560975609756, 'STDEV': 5.020598941441546}"
BLK,"{'AVG': 6.621951219512195, 'STDEV': 2.209073566516617}"
TOV,"{'AVG': 13.024390243902438, 'STDEV': 3.721726699209299}"
PF,"{'AVG': 20.9390243902439, 'STDEV': 3.8436979396473943}"
