,0
Team_ID,1610612738
Season,2004-05
FGM,"{'AVG': 37.146341463414636, 'STDEV': 4.369145327670956}"
FGA,"{'AVG': 79.40243902439025, 'STDEV': 7.6301218476388915}"
FGP,"{'AVG': 0.46963414634146305, 'STDEV': 0.052767253265292004}"
FG3M,"{'AVG': 5.329268292682927, 'STDEV': 2.325674616311908}"
FG3A,"{'AVG': 15.268292682926829, 'STDEV': 3.748411286470361}"
FG3P,"{'AVG': 0.34732832650536005, 'STDEV': 0.127006124606616}"
FTM,"{'AVG': 21.646341463414632, 'STDEV': 6.433653707661877}"
FTA,"{'AVG': 28.329268292682926, 'STDEV': 28.329268292682926}"
FTP,"{'AVG': 0.7600121951219511, 'STDEV': 0.7600121951219511}"
OREB,"{'AVG': 11.085365853658537, 'STDEV': 3.7324113263335663}"
DREB,"{'AVG': 29.73170731707317, 'STDEV': 4.996415457050381}"
REB,"{'AVG': 40.81707317073171, 'STDEV': 6.579294211050879}"
AST,"{'AVG': 22.073170731707318, 'STDEV': 3.857909904947023}"
BLK,"{'AVG': 5.158536585365853, 'STDEV': 2.306563432688413}"
TOV,"{'AVG': 15.353658536585366, 'STDEV': 3.7887812015309583}"
PF,"{'AVG': 24.390243902439025, 'STDEV': 4.74733478849956}"
