,0
Team_ID,1610612737
Season,2004-05
FGM,"{'AVG': 35.8780487804878, 'STDEV': 5.152945325583737}"
FGA,"{'AVG': 81.36585365853658, 'STDEV': 6.302090962278972}"
FGP,"{'AVG': 0.44120731707317, 'STDEV': 0.056200421290296}"
FG3M,"{'AVG': 3.707317073170732, 'STDEV': 2.063724338456327}"
FG3A,"{'AVG': 11.865853658536585, 'STDEV': 3.6201159353986423}"
FG3P,"{'AVG': 0.30810592056722, 'STDEV': 0.12972179074309}"
FTM,"{'AVG': 17.28048780487805, 'STDEV': 6.086362797663948}"
FTA,"{'AVG': 24.317073170731707, 'STDEV': 24.317073170731707}"
FTP,"{'AVG': 0.7065609756097561, 'STDEV': 0.7065609756097561}"
OREB,"{'AVG': 13.414634146341463, 'STDEV': 4.374311147214701}"
DREB,"{'AVG': 28.475609756097562, 'STDEV': 5.317628752511148}"
REB,"{'AVG': 41.890243902439025, 'STDEV': 6.687017267794153}"
AST,"{'AVG': 19.682926829268293, 'STDEV': 4.045659307102842}"
BLK,"{'AVG': 4.195121951219512, 'STDEV': 2.364547952988336}"
TOV,"{'AVG': 15.304878048780488, 'STDEV': 3.763663254869569}"
PF,"{'AVG': 24.5, 'STDEV': 4.511302677924842}"
