,0
Team_ID,1610612758
Season,2004-05
FGM,"{'AVG': 39.0609756097561, 'STDEV': 5.205285919675365}"
FGA,"{'AVG': 85.09756097560975, 'STDEV': 7.258217575464329}"
FGP,"{'AVG': 0.45957317073170706, 'STDEV': 0.053150620006791}"
FG3M,"{'AVG': 6.365853658536586, 'STDEV': 2.937674376739512}"
FG3A,"{'AVG': 17.024390243902438, 'STDEV': 4.931570279949023}"
FG3P,"{'AVG': 0.371559513258754, 'STDEV': 0.137062319789918}"
FTM,"{'AVG': 19.23170731707317, 'STDEV': 5.816746323317043}"
FTA,"{'AVG': 24.4390243902439, 'STDEV': 24.4390243902439}"
FTP,"{'AVG': 0.791231707317073, 'STDEV': 0.791231707317073}"
OREB,"{'AVG': 12.475609756097562, 'STDEV': 4.664617565354608}"
DREB,"{'AVG': 29.9390243902439, 'STDEV': 5.509470098369704}"
REB,"{'AVG': 42.41463414634146, 'STDEV': 6.718228785375413}"
AST,"{'AVG': 24.451219512195124, 'STDEV': 5.221400500420113}"
BLK,"{'AVG': 3.853658536585365, 'STDEV': 1.9380654171042861}"
TOV,"{'AVG': 12.646341463414634, 'STDEV': 3.853399817507677}"
PF,"{'AVG': 20.548780487804876, 'STDEV': 4.049546351744009}"
