,0
Team_ID,1610612749
Season,2004-05
FGM,"{'AVG': 36.146341463414636, 'STDEV': 4.354994156618983}"
FGA,"{'AVG': 80.2439024390244, 'STDEV': 7.082513635551417}"
FGP,"{'AVG': 0.45153658536585306, 'STDEV': 0.049227161809322004}"
FG3M,"{'AVG': 3.963414634146341, 'STDEV': 2.099059883342367}"
FG3A,"{'AVG': 11.28048780487805, 'STDEV': 4.034647445071537}"
FG3P,"{'AVG': 0.348373521075231, 'STDEV': 0.149867001918142}"
FTM,"{'AVG': 20.975609756097562, 'STDEV': 6.586509987932776}"
FTA,"{'AVG': 27.182926829268293, 'STDEV': 27.182926829268293}"
FTP,"{'AVG': 0.768414634146341, 'STDEV': 0.768414634146341}"
OREB,"{'AVG': 12.012195121951219, 'STDEV': 3.8793339839447}"
DREB,"{'AVG': 29.329268292682926, 'STDEV': 5.099152381871926}"
REB,"{'AVG': 41.34146341463415, 'STDEV': 6.558793008870831}"
AST,"{'AVG': 20.975609756097562, 'STDEV': 4.357413463597774}"
BLK,"{'AVG': 3.524390243902439, 'STDEV': 2.068133349069462}"
TOV,"{'AVG': 13.304878048780488, 'STDEV': 3.188284977233905}"
PF,"{'AVG': 21.914634146341463, 'STDEV': 5.043517338965859}"
