,0
Team_ID,1610612748
Season,2004-05
FGM,"{'AVG': 37.76829268292683, 'STDEV': 4.436934712352007}"
FGA,"{'AVG': 77.65853658536585, 'STDEV': 7.038201776855463}"
FGP,"{'AVG': 0.48748780487804805, 'STDEV': 0.050696200919936006}"
FG3M,"{'AVG': 5.7926829268292686, 'STDEV': 2.18715557360735}"
FG3A,"{'AVG': 15.365853658536585, 'STDEV': 3.591870777467292}"
FG3P,"{'AVG': 0.37619305846799705, 'STDEV': 0.116632070898532}"
FTM,"{'AVG': 20.21951219512195, 'STDEV': 5.484038320646436}"
FTA,"{'AVG': 30.073170731707318, 'STDEV': 30.073170731707318}"
FTP,"{'AVG': 0.6776463414634141, 'STDEV': 0.6776463414634141}"
OREB,"{'AVG': 10.817073170731707, 'STDEV': 3.374296630064755}"
DREB,"{'AVG': 32.18292682926829, 'STDEV': 4.597712927904422}"
REB,"{'AVG': 43, 'STDEV': 5.209203630991574}"
AST,"{'AVG': 21.829268292682926, 'STDEV': 4.829960197287065}"
BLK,"{'AVG': 5.7804878048780495, 'STDEV': 2.160386283725938}"
TOV,"{'AVG': 13.329268292682928, 'STDEV': 3.506800722859289}"
PF,"{'AVG': 22.121951219512194, 'STDEV': 4.456622881034913}"
