,0
Team_ID,1610612761
Season,2004-05
FGM,"{'AVG': 36, 'STDEV': 4.477653706579974}"
FGA,"{'AVG': 81.17073170731707, 'STDEV': 7.12984490342416}"
FGP,"{'AVG': 0.4445, 'STDEV': 0.048046338229712}"
FG3M,"{'AVG': 7.902439024390244, 'STDEV': 2.959019507683813}"
FG3A,"{'AVG': 20.5, 'STDEV': 4.934759553600545}"
FG3P,"{'AVG': 0.385111773148186, 'STDEV': 0.105197093167432}"
FTM,"{'AVG': 19.829268292682926, 'STDEV': 6.263365714636063}"
FTA,"{'AVG': 25.621951219512194, 'STDEV': 25.621951219512194}"
FTP,"{'AVG': 0.7701951219512191, 'STDEV': 0.7701951219512191}"
OREB,"{'AVG': 10.292682926829269, 'STDEV': 3.785899129561045}"
DREB,"{'AVG': 29.804878048780488, 'STDEV': 4.417806350204506}"
REB,"{'AVG': 40.09756097560975, 'STDEV': 5.61877311000081}"
AST,"{'AVG': 20.365853658536587, 'STDEV': 4.209079530828362}"
BLK,"{'AVG': 3.865853658536585, 'STDEV': 2.100923930330613}"
TOV,"{'AVG': 12.621951219512194, 'STDEV': 3.268405598772116}"
PF,"{'AVG': 22.878048780487806, 'STDEV': 4.42046375954412}"
