,0
Team_ID,1610612742
Season,2004-05
FGM,"{'AVG': 37.292682926829265, 'STDEV': 5.200873157646429}"
FGA,"{'AVG': 81.59756097560975, 'STDEV': 6.88325891108106}"
FGP,"{'AVG': 0.45841463414634104, 'STDEV': 0.061316614311336004}"
FG3M,"{'AVG': 5.646341463414634, 'STDEV': 2.803753882312167}"
FG3A,"{'AVG': 15.524390243902438, 'STDEV': 4.383542762934057}"
FG3P,"{'AVG': 0.35745535342149903, 'STDEV': 0.13001964777118902}"
FTM,"{'AVG': 22.26829268292683, 'STDEV': 5.8942298222269685}"
FTA,"{'AVG': 28.21951219512195, 'STDEV': 28.21951219512195}"
FTP,"{'AVG': 0.7883170731707311, 'STDEV': 0.7883170731707311}"
OREB,"{'AVG': 12.073170731707316, 'STDEV': 3.9807576914013882}"
DREB,"{'AVG': 30.853658536585368, 'STDEV': 4.722214251547554}"
REB,"{'AVG': 42.926829268292686, 'STDEV': 6.363050141739674}"
AST,"{'AVG': 19.634146341463413, 'STDEV': 5.585501945064542}"
BLK,"{'AVG': 5.621951219512195, 'STDEV': 2.791699530607838}"
TOV,"{'AVG': 12.829268292682928, 'STDEV': 3.7045346854594783}"
PF,"{'AVG': 22.28048780487805, 'STDEV': 3.9853880962369552}"
