,0
Team_ID,1610612745
Season,2004-05
FGM,"{'AVG': 34.707317073170735, 'STDEV': 5.774545687603781}"
FGA,"{'AVG': 78.28048780487805, 'STDEV': 7.911976217124472}"
FGP,"{'AVG': 0.44379268292682905, 'STDEV': 0.061671518889157007}"
FG3M,"{'AVG': 6.7439024390243905, 'STDEV': 3.034008779538214}"
FG3A,"{'AVG': 18.548780487804876, 'STDEV': 5.420929807321883}"
FG3P,"{'AVG': 0.36547159782340205, 'STDEV': 0.132384046332738}"
FTM,"{'AVG': 18.914634146341463, 'STDEV': 5.126068017622159}"
FTA,"{'AVG': 24.21951219512195, 'STDEV': 24.21951219512195}"
FTP,"{'AVG': 0.7857317073170731, 'STDEV': 0.7857317073170731}"
OREB,"{'AVG': 10.658536585365853, 'STDEV': 3.865707135717709}"
DREB,"{'AVG': 31.71951219512195, 'STDEV': 4.584661464793559}"
REB,"{'AVG': 42.3780487804878, 'STDEV': 5.880791590082593}"
AST,"{'AVG': 21.134146341463413, 'STDEV': 5.265218261035764}"
BLK,"{'AVG': 4.609756097560975, 'STDEV': 2.226418801689816}"
TOV,"{'AVG': 13.073170731707316, 'STDEV': 3.9433660115889593}"
PF,"{'AVG': 22.036585365853657, 'STDEV': 3.625850677371865}"
