,0
Team_ID,1610612766
Season,2004-05
FGM,"{'AVG': 36.109756097560975, 'STDEV': 3.7973548219097033}"
FGA,"{'AVG': 83.64634146341463, 'STDEV': 7.300214695336888}"
FGP,"{'AVG': 0.43331707317073104, 'STDEV': 0.045328397892771}"
FG3M,"{'AVG': 3.902439024390244, 'STDEV': 2.058464944645606}"
FG3A,"{'AVG': 10.74390243902439, 'STDEV': 3.889875987771447}"
FG3P,"{'AVG': 0.36654592256183605, 'STDEV': 0.14635145366681102}"
FTM,"{'AVG': 18.134146341463413, 'STDEV': 6.747221092579295}"
FTA,"{'AVG': 25.5609756097561, 'STDEV': 25.5609756097561}"
FTP,"{'AVG': 0.703987804878048, 'STDEV': 0.703987804878048}"
OREB,"{'AVG': 13.207317073170731, 'STDEV': 3.680907714399687}"
DREB,"{'AVG': 28.475609756097562, 'STDEV': 4.685743046221408}"
REB,"{'AVG': 41.68292682926829, 'STDEV': 5.544161758058491}"
AST,"{'AVG': 21.878048780487806, 'STDEV': 4.125770392414539}"
BLK,"{'AVG': 5.365853658536586, 'STDEV': 2.296063163851085}"
TOV,"{'AVG': 13.865853658536585, 'STDEV': 4.09987110644114}"
PF,"{'AVG': 23.097560975609756, 'STDEV': 4.063112460492134}"
