,0
Team_ID,1610612762
Season,1999-00
FGM,"{'AVG': 36.1219512195122, 'STDEV': 5.210128416944046}"
FGA,"{'AVG': 77.8048780487805, 'STDEV': 6.056195734540599}"
FGP,"{'AVG': 0.465048780487804, 'STDEV': 0.062180720770440005}"
FG3M,"{'AVG': 4.012195121951219, 'STDEV': 2.021452249256779}"
FG3A,"{'AVG': 10.414634146341463, 'STDEV': 3.142505171576895}"
FG3P,"{'AVG': 0.388228532785562, 'STDEV': 0.167615976691617}"
FTM,"{'AVG': 20.25609756097561, 'STDEV': 5.785915157741821}"
FTA,"{'AVG': 26.21951219512195, 'STDEV': 26.21951219512195}"
FTP,"{'AVG': 0.7723292682926821, 'STDEV': 0.7723292682926821}"
OREB,"{'AVG': 11.414634146341463, 'STDEV': 3.193168709559287}"
DREB,"{'AVG': 29.585365853658537, 'STDEV': 4.41364668103287}"
REB,"{'AVG': 41, 'STDEV': 5.5444333110554}"
AST,"{'AVG': 24.890243902439025, 'STDEV': 5.125598062210177}"
BLK,"{'AVG': 5.439024390243903, 'STDEV': 2.524436428858605}"
TOV,"{'AVG': 14.146341463414634, 'STDEV': 3.496460118955276}"
PF,"{'AVG': 24.548780487804876, 'STDEV': 4.605826795455734}"
