,0
Team_ID,1610612752
Season,1999-00
FGM,"{'AVG': 35.329268292682926, 'STDEV': 4.658868823786933}"
FGA,"{'AVG': 77.73170731707317, 'STDEV': 6.8151044673529}"
FGP,"{'AVG': 0.45579268292682906, 'STDEV': 0.057166799007487}"
FG3M,"{'AVG': 4.2804878048780495, 'STDEV': 2.326839589477126}"
FG3A,"{'AVG': 11.426829268292684, 'STDEV': 3.8810412495060342}"
FG3P,"{'AVG': 0.3676838761828, 'STDEV': 0.161479574091691}"
FTM,"{'AVG': 17.195121951219512, 'STDEV': 6.81037520836932}"
FTA,"{'AVG': 22.01219512195122, 'STDEV': 22.01219512195122}"
FTP,"{'AVG': 0.7850853658536581, 'STDEV': 0.7850853658536581}"
OREB,"{'AVG': 9.78048780487805, 'STDEV': 3.849080025546276}"
DREB,"{'AVG': 30.74390243902439, 'STDEV': 4.534670215756929}"
REB,"{'AVG': 40.52439024390244, 'STDEV': 6.220685543889277}"
AST,"{'AVG': 19.365853658536587, 'STDEV': 4.4012125016286845}"
BLK,"{'AVG': 4.256097560975609, 'STDEV': 2.45860030243927}"
TOV,"{'AVG': 14.109756097560975, 'STDEV': 3.262227132758095}"
PF,"{'AVG': 24.182926829268293, 'STDEV': 4.8384469724996535}"
