,0
Team_ID,1610612750
Season,1999-00
FGM,"{'AVG': 39.34146341463415, 'STDEV': 5.154931744336529}"
FGA,"{'AVG': 84.26829268292683, 'STDEV': 6.222319008151627}"
FGP,"{'AVG': 0.468817073170731, 'STDEV': 0.06531408031676}"
FG3M,"{'AVG': 3.024390243902439, 'STDEV': 1.7636634834532932}"
FG3A,"{'AVG': 8.731707317073171, 'STDEV': 3.277490686063005}"
FG3P,"{'AVG': 0.350172495088205, 'STDEV': 0.168380874535511}"
FTM,"{'AVG': 16.817073170731707, 'STDEV': 6.09620008902629}"
FTA,"{'AVG': 21.573170731707318, 'STDEV': 21.573170731707318}"
FTP,"{'AVG': 0.7814268292682921, 'STDEV': 0.7814268292682921}"
OREB,"{'AVG': 12.390243902439025, 'STDEV': 4.351120467476536}"
DREB,"{'AVG': 30.134146341463413, 'STDEV': 4.548129978277604}"
REB,"{'AVG': 42.52439024390244, 'STDEV': 6.1266985243924434}"
AST,"{'AVG': 26.890243902439025, 'STDEV': 5.427424866409291}"
BLK,"{'AVG': 5.414634146341464, 'STDEV': 2.633831268029382}"
TOV,"{'AVG': 13.5, 'STDEV': 4.040688121326262}"
PF,"{'AVG': 23.329268292682926, 'STDEV': 4.452922131295055}"
