,0
Team_ID,1610612760
Season,1999-00
FGM,"{'AVG': 37.90243902439025, 'STDEV': 5.182138735980746}"
FGA,"{'AVG': 84.70731707317073, 'STDEV': 8.002295665802082}"
FGP,"{'AVG': 0.44802439024390206, 'STDEV': 0.049636201347318006}"
FG3M,"{'AVG': 6.658536585365853, 'STDEV': 2.709013360530707}"
FG3A,"{'AVG': 19.646341463414632, 'STDEV': 5.087801803392624}"
FG3P,"{'AVG': 0.33596202759097804, 'STDEV': 0.10977555907967601}"
FTM,"{'AVG': 16.621951219512194, 'STDEV': 5.246139659876052}"
FTA,"{'AVG': 23.902439024390244, 'STDEV': 23.902439024390244}"
FTP,"{'AVG': 0.6914634146341461, 'STDEV': 0.6914634146341461}"
OREB,"{'AVG': 12.707317073170731, 'STDEV': 4.093016651032687}"
DREB,"{'AVG': 30.28048780487805, 'STDEV': 4.949808302171358}"
REB,"{'AVG': 42.98780487804878, 'STDEV': 6.360553400954642}"
AST,"{'AVG': 22.902439024390244, 'STDEV': 4.910582566072113}"
BLK,"{'AVG': 4.2073170731707314, 'STDEV': 2.100780600822306}"
TOV,"{'AVG': 13.609756097560975, 'STDEV': 3.9589127375119}"
PF,"{'AVG': 21.658536585365855, 'STDEV': 3.9101624865834532}"
