,0
Team_ID,1610612753
Season,1999-00
FGM,"{'AVG': 38.646341463414636, 'STDEV': 4.675578662858807}"
FGA,"{'AVG': 85.53658536585365, 'STDEV': 7.679048169462085}"
FGP,"{'AVG': 0.45353658536585306, 'STDEV': 0.053964138783233}"
FG3M,"{'AVG': 3.585365853658536, 'STDEV': 2.084340316708543}"
FG3A,"{'AVG': 10.609756097560975, 'STDEV': 4.039178799196186}"
FG3P,"{'AVG': 0.34275835779790703, 'STDEV': 0.16276631150134502}"
FTM,"{'AVG': 19.195121951219512, 'STDEV': 6.871733162136824}"
FTA,"{'AVG': 26.121951219512194, 'STDEV': 26.121951219512194}"
FTP,"{'AVG': 0.730292682926829, 'STDEV': 0.730292682926829}"
OREB,"{'AVG': 13.963414634146341, 'STDEV': 4.454003946932397}"
DREB,"{'AVG': 30.975609756097562, 'STDEV': 5.159135753435141}"
REB,"{'AVG': 44.9390243902439, 'STDEV': 7.120389018668541}"
AST,"{'AVG': 20.841463414634145, 'STDEV': 4.547335435216252}"
BLK,"{'AVG': 5.695121951219512, 'STDEV': 2.6928759438826413}"
TOV,"{'AVG': 17.28048780487805, 'STDEV': 5.109358129926835}"
PF,"{'AVG': 23.98780487804878, 'STDEV': 4.8189284768671445}"
