,0
Team_ID,1610612759
Season,1999-00
FGM,"{'AVG': 36, 'STDEV': 5.310134731266009}"
FGA,"{'AVG': 77.96341463414635, 'STDEV': 7.477447775368508}"
FGP,"{'AVG': 0.46218292682926804, 'STDEV': 0.054346426063687}"
FG3M,"{'AVG': 4.024390243902439, 'STDEV': 1.911470313504715}"
FG3A,"{'AVG': 10.75609756097561, 'STDEV': 3.4980099302097223}"
FG3P,"{'AVG': 0.384531813928476, 'STDEV': 0.16148758510670802}"
FTM,"{'AVG': 20.146341463414632, 'STDEV': 6.703825978212799}"
FTA,"{'AVG': 27, 'STDEV': 27}"
FTP,"{'AVG': 0.738963414634146, 'STDEV': 0.738963414634146}"
OREB,"{'AVG': 11.304878048780488, 'STDEV': 3.575254542920362}"
DREB,"{'AVG': 32.51219512195122, 'STDEV': 5.026458150796076}"
REB,"{'AVG': 43.81707317073171, 'STDEV': 6.598031971415001}"
AST,"{'AVG': 22.182926829268293, 'STDEV': 4.851188091160196}"
BLK,"{'AVG': 6.719512195121951, 'STDEV': 3.2098397723324092}"
TOV,"{'AVG': 14.426829268292684, 'STDEV': 3.384899246471366}"
PF,"{'AVG': 20.926829268292682, 'STDEV': 3.568658107263877}"
