,0
Team_ID,1610612758
Season,1999-00
FGM,"{'AVG': 39.951219512195124, 'STDEV': 4.658464853438919}"
FGA,"{'AVG': 88.8780487804878, 'STDEV': 7.14123868617341}"
FGP,"{'AVG': 0.45129268292682906, 'STDEV': 0.054789944063585005}"
FG3M,"{'AVG': 6.512195121951219, 'STDEV': 2.940747794539175}"
FG3A,"{'AVG': 20.195121951219512, 'STDEV': 5.980294852944475}"
FG3P,"{'AVG': 0.31865592316379404, 'STDEV': 0.101237532602183}"
FTM,"{'AVG': 18.548780487804876, 'STDEV': 6.446651804005216}"
FTA,"{'AVG': 24.585365853658537, 'STDEV': 24.585365853658537}"
FTP,"{'AVG': 0.7577926829268291, 'STDEV': 0.7577926829268291}"
OREB,"{'AVG': 12.878048780487806, 'STDEV': 4.255396701132674}"
DREB,"{'AVG': 32.13414634146341, 'STDEV': 4.760335591245931}"
REB,"{'AVG': 45.01219512195122, 'STDEV': 6.430048868809984}"
AST,"{'AVG': 23.817073170731707, 'STDEV': 4.946948301807164}"
BLK,"{'AVG': 4.646341463414634, 'STDEV': 1.9774778250665492}"
TOV,"{'AVG': 15.804878048780488, 'STDEV': 3.539683407724425}"
PF,"{'AVG': 21.085365853658537, 'STDEV': 4.104202060797771}"
