,0
Team_ID,1610612737
Season,1994-95
FGM,"{'AVG': 36.41463414634146, 'STDEV': 5.156683831310931}"
FGA,"{'AVG': 81.46341463414635, 'STDEV': 7.632282188585728}"
FGP,"{'AVG': 0.44704878048780405, 'STDEV': 0.048126095290155005}"
FG3M,"{'AVG': 6.573170731707317, 'STDEV': 2.863264509175351}"
FG3A,"{'AVG': 19.26829268292683, 'STDEV': 5.094293056002925}"
FG3P,"{'AVG': 0.340829808823083, 'STDEV': 0.116082733439352}"
FTM,"{'AVG': 17.195121951219512, 'STDEV': 6.5422445357225225}"
FTA,"{'AVG': 23.75609756097561, 'STDEV': 23.75609756097561}"
FTP,"{'AVG': 0.7310731707317071, 'STDEV': 0.7310731707317071}"
OREB,"{'AVG': 13.463414634146341, 'STDEV': 3.950918386598358}"
DREB,"{'AVG': 27.70731707317073, 'STDEV': 4.080933701192911}"
REB,"{'AVG': 41.170731707317074, 'STDEV': 5.935465447231458}"
AST,"{'AVG': 21.426829268292682, 'STDEV': 4.708884399884804}"
BLK,"{'AVG': 5.024390243902439, 'STDEV': 2.171508036934596}"
TOV,"{'AVG': 14.402439024390244, 'STDEV': 3.527177573080003}"
PF,"{'AVG': 22, 'STDEV': 4.280302285390716}"
