,0
Team_ID,1610612758
Season,1994-95
FGM,"{'AVG': 36.890243902439025, 'STDEV': 4.760968097323043}"
FGA,"{'AVG': 78.8170731707317, 'STDEV': 7.221586380182114}"
FGP,"{'AVG': 0.469317073170731, 'STDEV': 0.052822525603013}"
FG3M,"{'AVG': 4.378048780487805, 'STDEV': 2.192243587790456}"
FG3A,"{'AVG': 12.646341463414634, 'STDEV': 4.5687395977001035}"
FG3P,"{'AVG': 0.349925199256704, 'STDEV': 0.148249183170635}"
FTM,"{'AVG': 20.085365853658537, 'STDEV': 6.4906413529897495}"
FTA,"{'AVG': 28.25609756097561, 'STDEV': 28.25609756097561}"
FTP,"{'AVG': 0.71470731707317, 'STDEV': 0.71470731707317}"
OREB,"{'AVG': 13.085365853658537, 'STDEV': 4.034423542625237}"
DREB,"{'AVG': 28.353658536585368, 'STDEV': 4.717636861923098}"
REB,"{'AVG': 41.4390243902439, 'STDEV': 6.3694827221326165}"
AST,"{'AVG': 22.24390243902439, 'STDEV': 4.995209991037602}"
BLK,"{'AVG': 5.573170731707317, 'STDEV': 2.398716157668246}"
TOV,"{'AVG': 17.048780487804876, 'STDEV': 3.928064390059572}"
PF,"{'AVG': 24.878048780487806, 'STDEV': 4.281427718207217}"
