,0
Team_ID,1610612744
Season,1994-95
FGM,"{'AVG': 39.23170731707317, 'STDEV': 5.692314030725136}"
FGA,"{'AVG': 83.8170731707317, 'STDEV': 7.380535041631655}"
FGP,"{'AVG': 0.46830487804878, 'STDEV': 0.055708608955109006}"
FG3M,"{'AVG': 6.658536585365853, 'STDEV': 3.05997463152206}"
FG3A,"{'AVG': 19.536585365853657, 'STDEV': 4.8079027586950165}"
FG3P,"{'AVG': 0.33261694077242604, 'STDEV': 0.11736322822178401}"
FTM,"{'AVG': 20.573170731707318, 'STDEV': 7.563770840560647}"
FTA,"{'AVG': 29.20731707317073, 'STDEV': 29.20731707317073}"
FTP,"{'AVG': 0.7028292682926821, 'STDEV': 0.7028292682926821}"
OREB,"{'AVG': 13.426829268292684, 'STDEV': 4.085597974592824}"
DREB,"{'AVG': 28.914634146341463, 'STDEV': 5.464139477984527}"
REB,"{'AVG': 42.34146341463415, 'STDEV': 6.425680560958854}"
AST,"{'AVG': 24.597560975609756, 'STDEV': 6.03868139497881}"
BLK,"{'AVG': 4.768292682926829, 'STDEV': 2.544899427966519}"
TOV,"{'AVG': 17.804878048780488, 'STDEV': 4.392583604860018}"
PF,"{'AVG': 22, 'STDEV': 4.7945442245314265}"
