,0
Team_ID,1610612750
Season,1994-95
FGM,"{'AVG': 34.048780487804876, 'STDEV': 4.711169913218956}"
FGA,"{'AVG': 75.84146341463415, 'STDEV': 6.708147822960848}"
FGP,"{'AVG': 0.449182926829268, 'STDEV': 0.05095777192659601}"
FG3M,"{'AVG': 3.878048780487804, 'STDEV': 2.202076707281465}"
FG3A,"{'AVG': 12.390243902439025, 'STDEV': 3.902376919108342}"
FG3P,"{'AVG': 0.31401679712343805, 'STDEV': 0.152804958652443}"
FTM,"{'AVG': 22.24390243902439, 'STDEV': 6.233246138446893}"
FTA,"{'AVG': 28.71951219512195, 'STDEV': 28.71951219512195}"
FTP,"{'AVG': 0.776280487804878, 'STDEV': 0.776280487804878}"
OREB,"{'AVG': 10.768292682926829, 'STDEV': 3.692831830130477}"
DREB,"{'AVG': 25.48780487804878, 'STDEV': 4.335452195473405}"
REB,"{'AVG': 36.25609756097561, 'STDEV': 5.397326671625582}"
AST,"{'AVG': 21.70731707317073, 'STDEV': 4.965281449578872}"
BLK,"{'AVG': 4.902439024390244, 'STDEV': 2.447522083268693}"
TOV,"{'AVG': 16.26829268292683, 'STDEV': 4.145647071528665}"
PF,"{'AVG': 25.29268292682927, 'STDEV': 4.409551375176639}"
