,0
Team_ID,1610612739
Season,1994-95
FGM,"{'AVG': 33.609756097560975, 'STDEV': 4.91597571431428}"
FGA,"{'AVG': 76.28048780487805, 'STDEV': 7.07329247421421}"
FGP,"{'AVG': 0.441439024390243, 'STDEV': 0.055589566824874}"
FG3M,"{'AVG': 4.853658536585366, 'STDEV': 2.114745124995364}"
FG3A,"{'AVG': 12.597560975609756, 'STDEV': 3.57929490296747}"
FG3P,"{'AVG': 0.38559983204182, 'STDEV': 0.14619638947010802}"
FTM,"{'AVG': 18.378048780487806, 'STDEV': 5.489923977756131}"
FTA,"{'AVG': 24.170731707317074, 'STDEV': 24.170731707317074}"
FTP,"{'AVG': 0.767256097560975, 'STDEV': 0.767256097560975}"
OREB,"{'AVG': 12.74390243902439, 'STDEV': 4.133007680151527}"
DREB,"{'AVG': 27.28048780487805, 'STDEV': 5.3800600993566}"
REB,"{'AVG': 40.02439024390244, 'STDEV': 6.988483665616956}"
AST,"{'AVG': 20.390243902439025, 'STDEV': 4.888272934836617}"
BLK,"{'AVG': 4.256097560975609, 'STDEV': 2.6284811161617023}"
TOV,"{'AVG': 13.292682926829269, 'STDEV': 3.4551368266417493}"
PF,"{'AVG': 20.658536585365855, 'STDEV': 3.675811868649797}"
