,0
Team_ID,1610612749
Season,2016-17
FGM,"{'AVG': 38.80487804878049, 'STDEV': 4.877357674620436}"
FGA,"{'AVG': 81.89024390243902, 'STDEV': 6.511160594353067}"
FGP,"{'AVG': 0.47515853658536505, 'STDEV': 0.057901676879744006}"
FG3M,"{'AVG': 8.78048780487805, 'STDEV': 3.05110540682441}"
FG3A,"{'AVG': 23.73170731707317, 'STDEV': 5.331130981593752}"
FG3P,"{'AVG': 0.372514166255248, 'STDEV': 0.10441160486136601}"
FTM,"{'AVG': 17.23170731707317, 'STDEV': 5.737678759124526}"
FTA,"{'AVG': 22.426829268292682, 'STDEV': 22.426829268292682}"
FTP,"{'AVG': 0.7678658536585361, 'STDEV': 0.7678658536585361}"
OREB,"{'AVG': 8.817073170731707, 'STDEV': 3.079714788704488}"
DREB,"{'AVG': 31.573170731707318, 'STDEV': 4.891490438632335}"
REB,"{'AVG': 40.390243902439025, 'STDEV': 5.924954753301164}"
AST,"{'AVG': 24.195121951219512, 'STDEV': 4.651931828609563}"
BLK,"{'AVG': 5.3170731707317085, 'STDEV': 2.513558535840863}"
TOV,"{'AVG': 13.365853658536585, 'STDEV': 3.892100880279235}"
PF,"{'AVG': 20.24390243902439, 'STDEV': 3.917548287252748}"
