,0
Team_ID,1610612742
Season,2016-17
FGM,"{'AVG': 36.19512195121951, 'STDEV': 4.509082807259373}"
FGA,"{'AVG': 82.3170731707317, 'STDEV': 5.914781752504917}"
FGP,"{'AVG': 0.44034146341463404, 'STDEV': 0.051220708464543005}"
FG3M,"{'AVG': 10.707317073170731, 'STDEV': 3.267829743355176}"
FG3A,"{'AVG': 30.158536585365855, 'STDEV': 5.339046736469024}"
FG3P,"{'AVG': 0.35535549258443705, 'STDEV': 0.092348650353229}"
FTM,"{'AVG': 14.817073170731707, 'STDEV': 5.393475822822428}"
FTA,"{'AVG': 18.48780487804878, 'STDEV': 18.48780487804878}"
FTP,"{'AVG': 0.7972439024390241, 'STDEV': 0.7972439024390241}"
OREB,"{'AVG': 7.890243902439025, 'STDEV': 3.185639449970645}"
DREB,"{'AVG': 30.682926829268293, 'STDEV': 4.491083206193169}"
REB,"{'AVG': 38.573170731707314, 'STDEV': 5.57558719225088}"
AST,"{'AVG': 20.79268292682927, 'STDEV': 4.311162098432876}"
BLK,"{'AVG': 3.74390243902439, 'STDEV': 1.95511974695471}"
TOV,"{'AVG': 11.231707317073171, 'STDEV': 3.206085188242319}"
PF,"{'AVG': 19.109756097560975, 'STDEV': 3.6072837753735802}"
