,0
Team_ID,1610612755
Season,2016-17
FGM,"{'AVG': 37.65853658536585, 'STDEV': 4.30107512311682}"
FGA,"{'AVG': 85.26829268292683, 'STDEV': 6.597883649627346}"
FGP,"{'AVG': 0.442987804878048, 'STDEV': 0.051333211616603}"
FG3M,"{'AVG': 10.134146341463415, 'STDEV': 2.752158278187562}"
FG3A,"{'AVG': 29.79268292682927, 'STDEV': 5.438177356426675}"
FG3P,"{'AVG': 0.34002214353972404, 'STDEV': 0.06729970349653801}"
FTM,"{'AVG': 16.98780487804878, 'STDEV': 5.903532950258745}"
FTA,"{'AVG': 22.024390243902438, 'STDEV': 22.024390243902438}"
FTP,"{'AVG': 0.765597560975609, 'STDEV': 0.765597560975609}"
OREB,"{'AVG': 9.841463414634147, 'STDEV': 3.437159005561014}"
DREB,"{'AVG': 33, 'STDEV': 5.885743394732901}"
REB,"{'AVG': 42.84146341463415, 'STDEV': 6.290242320392933}"
AST,"{'AVG': 23.76829268292683, 'STDEV': 4.656864786707275}"
BLK,"{'AVG': 5.121951219512195, 'STDEV': 2.6915058151797933}"
TOV,"{'AVG': 15.975609756097562, 'STDEV': 3.806996839012257}"
PF,"{'AVG': 21.865853658536587, 'STDEV': 3.958931752416943}"
