,0
Team_ID,1610612761
Season,2016-17
FGM,"{'AVG': 39.15853658536585, 'STDEV': 5.007326760734558}"
FGA,"{'AVG': 84.36585365853658, 'STDEV': 6.135330180419324}"
FGP,"{'AVG': 0.465243902439024, 'STDEV': 0.057908732145135006}"
FG3M,"{'AVG': 8.841463414634147, 'STDEV': 2.886620956763756}"
FG3A,"{'AVG': 24.341463414634145, 'STDEV': 5.009175561635564}"
FG3P,"{'AVG': 0.364934965155496, 'STDEV': 0.10853947764617701}"
FTM,"{'AVG': 19.695121951219512, 'STDEV': 6.015800233890758}"
FTA,"{'AVG': 24.73170731707317, 'STDEV': 24.73170731707317}"
FTP,"{'AVG': 0.7957317073170731, 'STDEV': 0.7957317073170731}"
OREB,"{'AVG': 10.621951219512194, 'STDEV': 3.844637901049158}"
DREB,"{'AVG': 32.63414634146341, 'STDEV': 4.932913383331963}"
REB,"{'AVG': 43.25609756097561, 'STDEV': 5.897919649155558}"
AST,"{'AVG': 18.5, 'STDEV': 4.727774513642952}"
BLK,"{'AVG': 4.878048780487805, 'STDEV': 2.300779491649737}"
TOV,"{'AVG': 11.817073170731707, 'STDEV': 3.127449356274442}"
PF,"{'AVG': 20.829268292682926, 'STDEV': 3.721160306395817}"
