,0
Team_ID,1610612759
Season,2016-17
FGM,"{'AVG': 39.292682926829265, 'STDEV': 4.782911466434884}"
FGA,"{'AVG': 83.70731707317073, 'STDEV': 6.79049409078521}"
FGP,"{'AVG': 0.47036585365853606, 'STDEV': 0.052147585480868}"
FG3M,"{'AVG': 9.182926829268293, 'STDEV': 2.434971791255409}"
FG3A,"{'AVG': 23.5, 'STDEV': 4.386426876255974}"
FG3P,"{'AVG': 0.39401542489775404, 'STDEV': 0.091926246543542}"
FTM,"{'AVG': 17.5609756097561, 'STDEV': 5.195196168958943}"
FTA,"{'AVG': 22.024390243902438, 'STDEV': 22.024390243902438}"
FTP,"{'AVG': 0.7969024390243901, 'STDEV': 0.7969024390243901}"
OREB,"{'AVG': 10.012195121951219, 'STDEV': 3.9362007829165293}"
DREB,"{'AVG': 33.86585365853659, 'STDEV': 4.793931851372497}"
REB,"{'AVG': 43.8780487804878, 'STDEV': 5.932522299755582}"
AST,"{'AVG': 23.829268292682926, 'STDEV': 5.467761584226693}"
BLK,"{'AVG': 5.902439024390244, 'STDEV': 2.512240434832803}"
TOV,"{'AVG': 12.890243902439025, 'STDEV': 3.366524007102052}"
PF,"{'AVG': 18.26829268292683, 'STDEV': 3.641491962883931}"
