,0
Team_ID,1610612744
Season,2016-17
FGM,"{'AVG': 43.073170731707314, 'STDEV': 4.890859420564589}"
FGA,"{'AVG': 87.07317073170732, 'STDEV': 6.531557747770904}"
FGP,"{'AVG': 0.49596341463414606, 'STDEV': 0.05523070471895}"
FG3M,"{'AVG': 11.975609756097562, 'STDEV': 3.438976339782328}"
FG3A,"{'AVG': 31.24390243902439, 'STDEV': 5.596650178895609}"
FG3P,"{'AVG': 0.38593838564085703, 'STDEV': 0.098990248622629}"
FTM,"{'AVG': 17.76829268292683, 'STDEV': 6.371810565968497}"
FTA,"{'AVG': 22.5609756097561, 'STDEV': 22.5609756097561}"
FTP,"{'AVG': 0.784231707317073, 'STDEV': 0.784231707317073}"
OREB,"{'AVG': 9.390243902439025, 'STDEV': 3.509268495267346}"
DREB,"{'AVG': 35.03658536585366, 'STDEV': 5.329732863273475}"
REB,"{'AVG': 44.426829268292686, 'STDEV': 5.92969194920496}"
AST,"{'AVG': 30.378048780487806, 'STDEV': 5.530254038105858}"
BLK,"{'AVG': 6.768292682926829, 'STDEV': 3.128123251052132}"
TOV,"{'AVG': 14.414634146341463, 'STDEV': 3.36632275292259}"
PF,"{'AVG': 19.329268292682926, 'STDEV': 3.648286856712171}"
