,0
Team_ID,1610612765
Season,2016-17
FGM,"{'AVG': 39.86585365853659, 'STDEV': 5.745126104240743}"
FGA,"{'AVG': 88.8048780487805, 'STDEV': 7.647220142696967}"
FGP,"{'AVG': 0.44884146341463405, 'STDEV': 0.051473226772519004}"
FG3M,"{'AVG': 7.695121951219512, 'STDEV': 3.230598401895074}"
FG3A,"{'AVG': 23.353658536585368, 'STDEV': 5.183954235098231}"
FG3P,"{'AVG': 0.32691530663594703, 'STDEV': 0.10625870558624201}"
FTM,"{'AVG': 13.902439024390244, 'STDEV': 5.032265660855084}"
FTA,"{'AVG': 19.341463414634145, 'STDEV': 19.341463414634145}"
FTP,"{'AVG': 0.722195121951219, 'STDEV': 0.722195121951219}"
OREB,"{'AVG': 11.073170731707316, 'STDEV': 3.5962274053148713}"
DREB,"{'AVG': 34.609756097560975, 'STDEV': 5.798586668075642}"
REB,"{'AVG': 45.68292682926829, 'STDEV': 6.816606535604546}"
AST,"{'AVG': 21.121951219512194, 'STDEV': 4.683541563586044}"
BLK,"{'AVG': 3.780487804878048, 'STDEV': 2.346651884654108}"
TOV,"{'AVG': 11.365853658536585, 'STDEV': 3.726820360979469}"
PF,"{'AVG': 17.890243902439025, 'STDEV': 4.058236853552323}"
