,0
Team_ID,1610612748
Season,2016-17
FGM,"{'AVG': 39.048780487804876, 'STDEV': 4.752913178211293}"
FGA,"{'AVG': 85.8170731707317, 'STDEV': 6.36178414446394}"
FGP,"{'AVG': 0.45584146341463405, 'STDEV': 0.051483059544419}"
FG3M,"{'AVG': 9.853658536585366, 'STDEV': 3.531592692212914}"
FG3A,"{'AVG': 26.98780487804878, 'STDEV': 5.269277136543902}"
FG3P,"{'AVG': 0.36099510409495805, 'STDEV': 0.09206788044491801}"
FTM,"{'AVG': 15.21951219512195, 'STDEV': 4.518888725634241}"
FTA,"{'AVG': 21.5609756097561, 'STDEV': 21.5609756097561}"
FTP,"{'AVG': 0.7077926829268291, 'STDEV': 0.7077926829268291}"
OREB,"{'AVG': 10.634146341463415, 'STDEV': 4.096105332129538}"
DREB,"{'AVG': 32.98780487804878, 'STDEV': 4.900223986916437}"
REB,"{'AVG': 43.6219512195122, 'STDEV': 6.062717973991449}"
AST,"{'AVG': 21.24390243902439, 'STDEV': 4.401349331850589}"
BLK,"{'AVG': 5.719512195121951, 'STDEV': 2.262274558682431}"
TOV,"{'AVG': 12.597560975609756, 'STDEV': 3.637458603039857}"
PF,"{'AVG': 20.48780487804878, 'STDEV': 3.308216118602791}"
