,0
Team_ID,1610612761
Season,2013-14
FGM,"{'AVG': 36.48780487804878, 'STDEV': 3.665804283902394}"
FGA,"{'AVG': 81.92682926829268, 'STDEV': 7.926795450788355}"
FGP,"{'AVG': 0.44701219512195106, 'STDEV': 0.041598164104324}"
FG3M,"{'AVG': 8.695121951219512, 'STDEV': 2.844483612535205}"
FG3A,"{'AVG': 23.378048780487806, 'STDEV': 4.689468747458879}"
FG3P,"{'AVG': 0.37032001680597904, 'STDEV': 0.09142664592058401}"
FTM,"{'AVG': 19.609756097560975, 'STDEV': 6.300609607114113}"
FTA,"{'AVG': 25.0609756097561, 'STDEV': 25.0609756097561}"
FTP,"{'AVG': 0.780182926829268, 'STDEV': 0.780182926829268}"
OREB,"{'AVG': 11.402439024390244, 'STDEV': 3.757658044276721}"
DREB,"{'AVG': 31.121951219512194, 'STDEV': 5.029272936438828}"
REB,"{'AVG': 42.52439024390244, 'STDEV': 6.646684144551666}"
AST,"{'AVG': 21.182926829268293, 'STDEV': 4.303682169584804}"
BLK,"{'AVG': 4.182926829268292, 'STDEV': 2.1380044276969}"
TOV,"{'AVG': 13.402439024390244, 'STDEV': 3.325397056391285}"
PF,"{'AVG': 22.951219512195124, 'STDEV': 4.918853723299719}"
