,0
Team_ID,1610612740
Season,2013-14
FGM,"{'AVG': 37.81707317073171, 'STDEV': 4.680213271442327}"
FGA,"{'AVG': 82.45121951219512, 'STDEV': 7.598168133718584}"
FGP,"{'AVG': 0.460268292682926, 'STDEV': 0.053159217818026}"
FG3M,"{'AVG': 5.926829268292683, 'STDEV': 2.503234883919418}"
FG3A,"{'AVG': 15.890243902439025, 'STDEV': 4.886378389660145}"
FG3P,"{'AVG': 0.372468647299154, 'STDEV': 0.10464528073873001}"
FTM,"{'AVG': 18.158536585365855, 'STDEV': 5.802233525235005}"
FTA,"{'AVG': 23.609756097560975, 'STDEV': 23.609756097560975}"
FTP,"{'AVG': 0.771768292682926, 'STDEV': 0.771768292682926}"
OREB,"{'AVG': 11.378048780487806, 'STDEV': 3.908333116646725}"
DREB,"{'AVG': 30.317073170731707, 'STDEV': 4.374104631568988}"
REB,"{'AVG': 41.69512195121951, 'STDEV': 6.384179954281364}"
AST,"{'AVG': 21.28048780487805, 'STDEV': 4.098401947654818}"
BLK,"{'AVG': 6.378048780487805, 'STDEV': 3.361511432183772}"
TOV,"{'AVG': 12.987804878048781, 'STDEV': 3.152478556291405}"
PF,"{'AVG': 22.646341463414632, 'STDEV': 4.611772245025545}"
