,0
Team_ID,1610612750
Season,2013-14
FGM,"{'AVG': 38.890243902439025, 'STDEV': 4.7166793549390285}"
FGA,"{'AVG': 87.5, 'STDEV': 6.618809709857857}"
FGP,"{'AVG': 0.44586585365853604, 'STDEV': 0.056362092635913005}"
FG3M,"{'AVG': 7.3170731707317085, 'STDEV': 2.707456775668045}"
FG3A,"{'AVG': 21.426829268292682, 'STDEV': 4.6535012380958864}"
FG3P,"{'AVG': 0.338236787241846, 'STDEV': 0.094945848586062}"
FTM,"{'AVG': 21.829268292682926, 'STDEV': 6.927855524911296}"
FTA,"{'AVG': 28.0609756097561, 'STDEV': 28.0609756097561}"
FTP,"{'AVG': 0.781134146341463, 'STDEV': 0.781134146341463}"
OREB,"{'AVG': 12.487804878048781, 'STDEV': 3.725931493240527}"
DREB,"{'AVG': 32.24390243902439, 'STDEV': 4.962976445666541}"
REB,"{'AVG': 44.73170731707317, 'STDEV': 5.321859835697479}"
AST,"{'AVG': 23.9390243902439, 'STDEV': 4.859374447816213}"
BLK,"{'AVG': 3.6219512195121952, 'STDEV': 1.870104267921906}"
TOV,"{'AVG': 13.475609756097562, 'STDEV': 3.486218403859663}"
PF,"{'AVG': 18.341463414634145, 'STDEV': 3.875276213795977}"
