,0
Team_ID,1610612749
Season,2013-14
FGM,"{'AVG': 36, 'STDEV': 4.3404499965832475}"
FGA,"{'AVG': 82.15853658536585, 'STDEV': 7.038640287103581}"
FGP,"{'AVG': 0.43982926829268204, 'STDEV': 0.053404305758356}"
FG3M,"{'AVG': 6.682926829268292, 'STDEV': 2.661467379447641}"
FG3A,"{'AVG': 18.9390243902439, 'STDEV': 5.520662782216762}"
FG3P,"{'AVG': 0.35652720101602503, 'STDEV': 0.11555960727467}"
FTM,"{'AVG': 16.79268292682927, 'STDEV': 6.149852562476497}"
FTA,"{'AVG': 22.475609756097562, 'STDEV': 22.475609756097562}"
FTP,"{'AVG': 0.744853658536585, 'STDEV': 0.744853658536585}"
OREB,"{'AVG': 11.841463414634147, 'STDEV': 3.4227615455083082}"
DREB,"{'AVG': 29.25609756097561, 'STDEV': 4.708308851092707}"
REB,"{'AVG': 41.09756097560975, 'STDEV': 5.638513410810548}"
AST,"{'AVG': 21.463414634146343, 'STDEV': 4.637994250261874}"
BLK,"{'AVG': 4.914634146341464, 'STDEV': 2.420086823828644}"
TOV,"{'AVG': 14.292682926829269, 'STDEV': 4.129053354211729}"
PF,"{'AVG': 20.890243902439025, 'STDEV': 3.944072275278012}"
