,0
Team_ID,1610612745
Season,2013-14
FGM,"{'AVG': 38.02439024390244, 'STDEV': 5.211515288178285}"
FGA,"{'AVG': 80.52439024390245, 'STDEV': 7.6630033272847875}"
FGP,"{'AVG': 0.473536585365853, 'STDEV': 0.057883278704893}"
FG3M,"{'AVG': 9.5, 'STDEV': 3.334259130694146}"
FG3A,"{'AVG': 26.573170731707318, 'STDEV': 5.438841760787482}"
FG3P,"{'AVG': 0.356628536705382, 'STDEV': 0.098101128016672}"
FTM,"{'AVG': 22.121951219512194, 'STDEV': 7.125662618358906}"
FTA,"{'AVG': 31.085365853658537, 'STDEV': 31.085365853658537}"
FTP,"{'AVG': 0.7139024390243901, 'STDEV': 0.7139024390243901}"
OREB,"{'AVG': 11.21951219512195, 'STDEV': 3.569501781619564}"
DREB,"{'AVG': 34.109756097560975, 'STDEV': 4.976503054939941}"
REB,"{'AVG': 45.329268292682926, 'STDEV': 6.899731392246736}"
AST,"{'AVG': 21.402439024390244, 'STDEV': 5.710851174580842}"
BLK,"{'AVG': 5.621951219512195, 'STDEV': 2.9507908289320692}"
TOV,"{'AVG': 15.414634146341463, 'STDEV': 3.761242306959117}"
PF,"{'AVG': 20.4390243902439, 'STDEV': 4.106897423097175}"
