,0
Team_ID,1610612752
Season,2013-14
FGM,"{'AVG': 36.91463414634146, 'STDEV': 4.912069337167445}"
FGA,"{'AVG': 82.1829268292683, 'STDEV': 6.778921668099896}"
FGP,"{'AVG': 0.45060975609756104, 'STDEV': 0.05996043059365701}"
FG3M,"{'AVG': 9.25609756097561, 'STDEV': 3.438385264180302}"
FG3A,"{'AVG': 24.853658536585368, 'STDEV': 5.975509588723478}"
FG3P,"{'AVG': 0.368933501771576, 'STDEV': 0.09693468689696401}"
FTM,"{'AVG': 15.5, 'STDEV': 5.471023557382302}"
FTA,"{'AVG': 20.365853658536587, 'STDEV': 20.365853658536587}"
FTP,"{'AVG': 0.759926829268292, 'STDEV': 0.759926829268292}"
OREB,"{'AVG': 10.609756097560975, 'STDEV': 3.180791490757986}"
DREB,"{'AVG': 29.71951219512195, 'STDEV': 4.740876593017352}"
REB,"{'AVG': 40.329268292682926, 'STDEV': 5.864845841277091}"
AST,"{'AVG': 20.01219512195122, 'STDEV': 4.203155494340597}"
BLK,"{'AVG': 4.475609756097561, 'STDEV': 2.294521708444033}"
TOV,"{'AVG': 12.402439024390244, 'STDEV': 3.637458603039857}"
PF,"{'AVG': 22.134146341463413, 'STDEV': 4.13286196572091}"
