,0
Team_ID,1610612763
Season,2013-14
FGM,"{'AVG': 38.073170731707314, 'STDEV': 4.365353174814288}"
FGA,"{'AVG': 81.98780487804878, 'STDEV': 6.3488968662475145}"
FGP,"{'AVG': 0.46530487804878, 'STDEV': 0.048843587350783}"
FG3M,"{'AVG': 4.939024390243903, 'STDEV': 2.092594591136697}"
FG3A,"{'AVG': 13.987804878048781, 'STDEV': 3.309148942989646}"
FG3P,"{'AVG': 0.351886266174947, 'STDEV': 0.131813502580613}"
FTM,"{'AVG': 15.060975609756097, 'STDEV': 5.701088397225394}"
FTA,"{'AVG': 20.317073170731707, 'STDEV': 20.317073170731707}"
FTP,"{'AVG': 0.736341463414634, 'STDEV': 0.736341463414634}"
OREB,"{'AVG': 11.585365853658537, 'STDEV': 3.705022348817802}"
DREB,"{'AVG': 30.804878048780488, 'STDEV': 5.417026254480812}"
REB,"{'AVG': 42.390243902439025, 'STDEV': 6.480276052573298}"
AST,"{'AVG': 21.853658536585368, 'STDEV': 4.021921263201875}"
BLK,"{'AVG': 4.573170731707317, 'STDEV': 2.227939799067424}"
TOV,"{'AVG': 12.926829268292684, 'STDEV': 3.498784578399529}"
PF,"{'AVG': 19.121951219512194, 'STDEV': 4.372727611345485}"
