,0
Team_ID,1610612747
Season,2013-14
FGM,"{'AVG': 38.28048780487805, 'STDEV': 4.808106298623377}"
FGA,"{'AVG': 85.1219512195122, 'STDEV': 5.873964829006546}"
FGP,"{'AVG': 0.45092682926829203, 'STDEV': 0.058052292409687005}"
FG3M,"{'AVG': 9.439024390243903, 'STDEV': 3.450165717886498}"
FG3A,"{'AVG': 24.78048780487805, 'STDEV': 5.0136219140837}"
FG3P,"{'AVG': 0.377119972486378, 'STDEV': 0.10415793517089401}"
FTM,"{'AVG': 16.951219512195124, 'STDEV': 5.146981469513545}"
FTA,"{'AVG': 22.378048780487806, 'STDEV': 22.378048780487806}"
FTP,"{'AVG': 0.757951219512195, 'STDEV': 0.757951219512195}"
OREB,"{'AVG': 9.085365853658537, 'STDEV': 3.464818665243127}"
DREB,"{'AVG': 31.951219512195124, 'STDEV': 5.411242159089347}"
REB,"{'AVG': 41.03658536585366, 'STDEV': 6.169308987359249}"
AST,"{'AVG': 24.463414634146343, 'STDEV': 5.569305477792396}"
BLK,"{'AVG': 5.439024390243903, 'STDEV': 2.524436428858605}"
TOV,"{'AVG': 14.792682926829269, 'STDEV': 3.84816071145507}"
PF,"{'AVG': 19.841463414634145, 'STDEV': 4.544619698318957}"
