,0
Team_ID,1610612746
Season,2013-14
FGM,"{'AVG': 39.1219512195122, 'STDEV': 5.264346052038731}"
FGA,"{'AVG': 82.45121951219512, 'STDEV': 7.311672452317933}"
FGP,"{'AVG': 0.47536585365853606, 'STDEV': 0.055869449279928006}"
FG3M,"{'AVG': 8.451219512195122, 'STDEV': 3.143295585274267}"
FG3A,"{'AVG': 23.975609756097562, 'STDEV': 5.811813447585295}"
FG3P,"{'AVG': 0.351283697825414, 'STDEV': 0.102189490710805}"
FTM,"{'AVG': 21.23170731707317, 'STDEV': 6.822799071681533}"
FTA,"{'AVG': 29.073170731707318, 'STDEV': 29.073170731707318}"
FTP,"{'AVG': 0.7315609756097561, 'STDEV': 0.7315609756097561}"
OREB,"{'AVG': 10.463414634146341, 'STDEV': 3.28180589382149}"
DREB,"{'AVG': 32.53658536585366, 'STDEV': 4.8027644353036685}"
REB,"{'AVG': 43, 'STDEV': 5.866835014419593}"
AST,"{'AVG': 24.585365853658537, 'STDEV': 4.692918804063808}"
BLK,"{'AVG': 4.841463414634147, 'STDEV': 2.506630772965639}"
TOV,"{'AVG': 13.317073170731707, 'STDEV': 3.858222096726206}"
PF,"{'AVG': 21.548780487804876, 'STDEV': 4.000470463149073}"
