,0
Team_ID,1610612755
Season,2013-14
FGM,"{'AVG': 37.90243902439025, 'STDEV': 4.5395647697444765}"
FGA,"{'AVG': 87.1951219512195, 'STDEV': 6.795857533422396}"
FGP,"{'AVG': 0.43674390243902406, 'STDEV': 0.056658128109559}"
FG3M,"{'AVG': 7.036585365853658, 'STDEV': 2.8736569464202093}"
FG3A,"{'AVG': 22.524390243902438, 'STDEV': 4.932196089530773}"
FG3P,"{'AVG': 0.31275671320570003, 'STDEV': 0.112400001065241}"
FTM,"{'AVG': 16.609756097560975, 'STDEV': 5.337396825986314}"
FTA,"{'AVG': 23.390243902439025, 'STDEV': 23.390243902439025}"
FTP,"{'AVG': 0.7074634146341461, 'STDEV': 0.7074634146341461}"
OREB,"{'AVG': 11.573170731707316, 'STDEV': 4.136648872749141}"
DREB,"{'AVG': 31.170731707317074, 'STDEV': 4.9286386021233355}"
REB,"{'AVG': 42.74390243902439, 'STDEV': 5.9748670641955535}"
AST,"{'AVG': 21.841463414634145, 'STDEV': 4.426267028466195}"
BLK,"{'AVG': 4.024390243902439, 'STDEV': 2.165815272927692}"
TOV,"{'AVG': 16.4390243902439, 'STDEV': 4.269031639048865}"
PF,"{'AVG': 22.48780487804878, 'STDEV': 4.031493006652989}"
