,0
Team_ID,1610612749
Season,2014-15
FGM,"{'AVG': 37.59756097560975, 'STDEV': 4.410592625832824}"
FGA,"{'AVG': 81.97560975609755, 'STDEV': 8.59798369954732}"
FGP,"{'AVG': 0.460743902439024, 'STDEV': 0.052286204534111}"
FG3M,"{'AVG': 6.646341463414634, 'STDEV': 2.63111463597508}"
FG3A,"{'AVG': 18.29268292682927, 'STDEV': 3.9798498789172}"
FG3P,"{'AVG': 0.363839484765965, 'STDEV': 0.12173866562515101}"
FTM,"{'AVG': 16, 'STDEV': 6.2598071204459}"
FTA,"{'AVG': 21.146341463414632, 'STDEV': 21.146341463414632}"
FTP,"{'AVG': 0.7525609756097561, 'STDEV': 0.7525609756097561}"
OREB,"{'AVG': 10.682926829268293, 'STDEV': 5.059834693977899}"
DREB,"{'AVG': 31.390243902439025, 'STDEV': 5.042427637853324}"
REB,"{'AVG': 42.073170731707314, 'STDEV': 7.604060786160683}"
AST,"{'AVG': 23.5609756097561, 'STDEV': 4.645713704756059}"
BLK,"{'AVG': 4.914634146341464, 'STDEV': 2.563760834708469}"
TOV,"{'AVG': 15.963414634146341, 'STDEV': 3.898227270266241}"
PF,"{'AVG': 22.121951219512194, 'STDEV': 3.788840807457836}"
