,0
Team_ID,1610612755
Season,2014-15
FGM,"{'AVG': 33.71951219512195, 'STDEV': 4.329840159693129}"
FGA,"{'AVG': 82.64634146341463, 'STDEV': 6.88417751297215}"
FGP,"{'AVG': 0.409012195121951, 'STDEV': 0.050147558536988004}"
FG3M,"{'AVG': 8.439024390243903, 'STDEV': 3.099572097013224}"
FG3A,"{'AVG': 26.341463414634145, 'STDEV': 5.663876245847416}"
FG3P,"{'AVG': 0.315046262591966, 'STDEV': 0.09391986006283101}"
FTM,"{'AVG': 16.097560975609756, 'STDEV': 5.36934544622782}"
FTA,"{'AVG': 23.817073170731707, 'STDEV': 23.817073170731707}"
FTP,"{'AVG': 0.6778536585365851, 'STDEV': 0.6778536585365851}"
OREB,"{'AVG': 11.926829268292684, 'STDEV': 3.841876109996897}"
DREB,"{'AVG': 30.926829268292682, 'STDEV': 5.463188793886892}"
REB,"{'AVG': 42.853658536585364, 'STDEV': 6.160651623422082}"
AST,"{'AVG': 20.524390243902438, 'STDEV': 4.771897181418215}"
BLK,"{'AVG': 5.939024390243903, 'STDEV': 3.274848261400861}"
TOV,"{'AVG': 16.902439024390244, 'STDEV': 4.731323924281975}"
PF,"{'AVG': 21.682926829268293, 'STDEV': 4.091177043286958}"
