,0
Team_ID,1610612752
Season,2014-15
FGM,"{'AVG': 35.146341463414636, 'STDEV': 4.557240748521846}"
FGA,"{'AVG': 82.02439024390245, 'STDEV': 7.560416099588434}"
FGP,"{'AVG': 0.42981707317073103, 'STDEV': 0.052588579722729005}"
FG3M,"{'AVG': 6.829268292682927, 'STDEV': 2.503355171028587}"
FG3A,"{'AVG': 19.682926829268293, 'STDEV': 4.63448706333926}"
FG3P,"{'AVG': 0.35325417300961603, 'STDEV': 0.11477454485951501}"
FTM,"{'AVG': 14.768292682926829, 'STDEV': 5.536185745135107}"
FTA,"{'AVG': 19.20731707317073, 'STDEV': 19.20731707317073}"
FTP,"{'AVG': 0.767134146341463, 'STDEV': 0.767134146341463}"
OREB,"{'AVG': 10.573170731707316, 'STDEV': 3.9284668193504872}"
DREB,"{'AVG': 29.79268292682927, 'STDEV': 4.336858409169752}"
REB,"{'AVG': 40.36585365853659, 'STDEV': 6.3236030421833025}"
AST,"{'AVG': 21.29268292682927, 'STDEV': 4.409551375176639}"
BLK,"{'AVG': 4.658536585365853, 'STDEV': 2.6907225712501672}"
TOV,"{'AVG': 13.768292682926829, 'STDEV': 4.17014308452095}"
PF,"{'AVG': 21.5609756097561, 'STDEV': 4.472405271548858}"
