,0
Team_ID,1610612761
Season,2014-15
FGM,"{'AVG': 37.90243902439025, 'STDEV': 4.79353926332888}"
FGA,"{'AVG': 83.28048780487805, 'STDEV': 6.592690284793262}"
FGP,"{'AVG': 0.45584146341463405, 'STDEV': 0.052260380742612}"
FG3M,"{'AVG': 8.853658536585366, 'STDEV': 2.914933670208698}"
FG3A,"{'AVG': 25.121951219512194, 'STDEV': 5.041531816751679}"
FG3P,"{'AVG': 0.351179577514451, 'STDEV': 0.088613027815097}"
FTM,"{'AVG': 19.329268292682926, 'STDEV': 6.601636306790187}"
FTA,"{'AVG': 24.5609756097561, 'STDEV': 24.5609756097561}"
FTP,"{'AVG': 0.790329268292682, 'STDEV': 0.790329268292682}"
OREB,"{'AVG': 10.74390243902439, 'STDEV': 3.657601506518692}"
DREB,"{'AVG': 30.804878048780488, 'STDEV': 5.482720385397241}"
REB,"{'AVG': 41.548780487804876, 'STDEV': 6.3131304262132915}"
AST,"{'AVG': 20.74390243902439, 'STDEV': 4.3682665308096205}"
BLK,"{'AVG': 4.353658536585366, 'STDEV': 2.224287658030536}"
TOV,"{'AVG': 12.195121951219512, 'STDEV': 4.004438970246117}"
PF,"{'AVG': 20.878048780487806, 'STDEV': 4.287190924402883}"
