,0
Team_ID,1610612746
Season,2014-15
FGM,"{'AVG': 39.36585365853659, 'STDEV': 4.062816012770997}"
FGA,"{'AVG': 83.29268292682927, 'STDEV': 5.996887680192177}"
FGP,"{'AVG': 0.47350000000000003, 'STDEV': 0.04548809368028801}"
FG3M,"{'AVG': 10.085365853658537, 'STDEV': 3.190267682999344}"
FG3A,"{'AVG': 26.853658536585368, 'STDEV': 5.028614298045384}"
FG3P,"{'AVG': 0.37247529775307103, 'STDEV': 0.085662974083446}"
FTM,"{'AVG': 17.902439024390244, 'STDEV': 6.836015293197395}"
FTA,"{'AVG': 25.20731707317073, 'STDEV': 25.20731707317073}"
FTP,"{'AVG': 0.711451219512195, 'STDEV': 0.711451219512195}"
OREB,"{'AVG': 9.560975609756097, 'STDEV': 3.185993889059765}"
DREB,"{'AVG': 33.0609756097561, 'STDEV': 6.12492894587279}"
REB,"{'AVG': 42.6219512195122, 'STDEV': 6.615806444506319}"
AST,"{'AVG': 24.76829268292683, 'STDEV': 5.075476698375067}"
BLK,"{'AVG': 4.987804878048781, 'STDEV': 2.7954720992622493}"
TOV,"{'AVG': 11.792682926829269, 'STDEV': 3.34345797514441}"
PF,"{'AVG': 21.329268292682926, 'STDEV': 3.787747883095681}"
