,0
Team_ID,1610612748
Season,2014-15
FGM,"{'AVG': 35.18292682926829, 'STDEV': 4.436459629475136}"
FGA,"{'AVG': 77.1951219512195, 'STDEV': 5.846681076865226}"
FGP,"{'AVG': 0.45670731707317, 'STDEV': 0.05279718656105}"
FG3M,"{'AVG': 6.7804878048780495, 'STDEV': 2.680631905620331}"
FG3A,"{'AVG': 20.23170731707317, 'STDEV': 4.820990064004462}"
FG3P,"{'AVG': 0.33582832720689604, 'STDEV': 0.11385454539232101}"
FTM,"{'AVG': 17.536585365853657, 'STDEV': 5.9591098886882605}"
FTA,"{'AVG': 23.658536585365855, 'STDEV': 23.658536585365855}"
FTP,"{'AVG': 0.741987804878048, 'STDEV': 0.741987804878048}"
OREB,"{'AVG': 9.109756097560975, 'STDEV': 3.277329903717638}"
DREB,"{'AVG': 30.01219512195122, 'STDEV': 4.8546627769091}"
REB,"{'AVG': 39.1219512195122, 'STDEV': 6.333119380211528}"
AST,"{'AVG': 19.829268292682926, 'STDEV': 4.550959410581467}"
BLK,"{'AVG': 4.536585365853658, 'STDEV': 2.5151154009860113}"
TOV,"{'AVG': 13.890243902439025, 'STDEV': 3.661633237295692}"
PF,"{'AVG': 19.951219512195124, 'STDEV': 4.145211245787983}"
