,0
Team_ID,1610612743
Season,2014-15
FGM,"{'AVG': 37.792682926829265, 'STDEV': 5.027671097402408}"
FGA,"{'AVG': 87.29268292682927, 'STDEV': 7.4344672858349}"
FGP,"{'AVG': 0.434439024390243, 'STDEV': 0.058735039610515}"
FG3M,"{'AVG': 8.048780487804878, 'STDEV': 2.8970075621953493}"
FG3A,"{'AVG': 24.78048780487805, 'STDEV': 6.326554637894878}"
FG3P,"{'AVG': 0.32705677898483604, 'STDEV': 0.094439247499615}"
FTM,"{'AVG': 17.829268292682926, 'STDEV': 5.76238307623277}"
FTA,"{'AVG': 24.28048780487805, 'STDEV': 24.28048780487805}"
FTP,"{'AVG': 0.73280487804878, 'STDEV': 0.73280487804878}"
OREB,"{'AVG': 12.341463414634147, 'STDEV': 4.237456470354729}"
DREB,"{'AVG': 32.353658536585364, 'STDEV': 4.662357669940938}"
REB,"{'AVG': 44.69512195121951, 'STDEV': 6.508662839650932}"
AST,"{'AVG': 21.804878048780488, 'STDEV': 4.389772131632841}"
BLK,"{'AVG': 4.475609756097561, 'STDEV': 2.299895916893983}"
TOV,"{'AVG': 13.817073170731707, 'STDEV': 3.4395235414386702}"
PF,"{'AVG': 22.951219512195124, 'STDEV': 4.444173433471636}"
