,0
Team_ID,1610612737
Season,2014-15
FGM,"{'AVG': 38.0609756097561, 'STDEV': 4.462041721049393}"
FGA,"{'AVG': 81.6951219512195, 'STDEV': 5.469757537204779}"
FGP,"{'AVG': 0.46718292682926804, 'STDEV': 0.057590535927050004}"
FG3M,"{'AVG': 9.975609756097562, 'STDEV': 3.063023640316576}"
FG3A,"{'AVG': 26.24390243902439, 'STDEV': 4.409756230797311}"
FG3P,"{'AVG': 0.380189557552843, 'STDEV': 0.09839075125874101}"
FTM,"{'AVG': 16.451219512195124, 'STDEV': 5.850297953843922}"
FTA,"{'AVG': 21.158536585365855, 'STDEV': 21.158536585365855}"
FTP,"{'AVG': 0.776512195121951, 'STDEV': 0.776512195121951}"
OREB,"{'AVG': 8.71951219512195, 'STDEV': 3.300858063691858}"
DREB,"{'AVG': 31.841463414634145, 'STDEV': 4.95278824625334}"
REB,"{'AVG': 40.5609756097561, 'STDEV': 5.429907033684785}"
AST,"{'AVG': 25.74390243902439, 'STDEV': 5.213493830080772}"
BLK,"{'AVG': 4.634146341463414, 'STDEV': 1.9721029392532072}"
TOV,"{'AVG': 13.451219512195122, 'STDEV': 3.388988847430695}"
PF,"{'AVG': 17.76829268292683, 'STDEV': 3.755814522589467}"
