,0
Team_ID,1610612750
Season,2014-15
FGM,"{'AVG': 36.41463414634146, 'STDEV': 4.4220302010577175}"
FGA,"{'AVG': 83.17073170731707, 'STDEV': 6.576810886235306}"
FGP,"{'AVG': 0.43870731707317, 'STDEV': 0.049358223902275004}"
FG3M,"{'AVG': 4.951219512195122, 'STDEV': 2.503836261677985}"
FG3A,"{'AVG': 14.914634146341463, 'STDEV': 3.944682995954519}"
FG3P,"{'AVG': 0.32513268701018805, 'STDEV': 0.125622921087777}"
FTM,"{'AVG': 19.975609756097562, 'STDEV': 5.811813447585295}"
FTA,"{'AVG': 25.73170731707317, 'STDEV': 25.73170731707317}"
FTP,"{'AVG': 0.7735853658536581, 'STDEV': 0.7735853658536581}"
OREB,"{'AVG': 11.573170731707316, 'STDEV': 3.86829623326195}"
DREB,"{'AVG': 29.341463414634145, 'STDEV': 5.138139914657405}"
REB,"{'AVG': 40.91463414634146, 'STDEV': 6.2206371384054}"
AST,"{'AVG': 21.597560975609756, 'STDEV': 4.570057557239623}"
BLK,"{'AVG': 3.98780487804878, 'STDEV': 2.099346767531815}"
TOV,"{'AVG': 14.292682926829269, 'STDEV': 3.7793715751645403}"
PF,"{'AVG': 19.158536585365855, 'STDEV': 4.117021313843904}"
