,0
Team_ID,1610612760
Season,2014-15
FGM,"{'AVG': 38.829268292682926, 'STDEV': 5.526155268411047}"
FGA,"{'AVG': 86.8170731707317, 'STDEV': 7.869503645352074}"
FGP,"{'AVG': 0.447963414634146, 'STDEV': 0.056374069234209005}"
FG3M,"{'AVG': 7.7073170731707314, 'STDEV': 2.78216455778922}"
FG3A,"{'AVG': 22.73170731707317, 'STDEV': 4.680004169270605}"
FG3P,"{'AVG': 0.335650445639811, 'STDEV': 0.09132944378326201}"
FTM,"{'AVG': 18.585365853658537, 'STDEV': 7.06748985336814}"
FTA,"{'AVG': 24.634146341463413, 'STDEV': 24.634146341463413}"
FTP,"{'AVG': 0.741292682926829, 'STDEV': 0.741292682926829}"
OREB,"{'AVG': 12.829268292682928, 'STDEV': 3.637272339993051}"
DREB,"{'AVG': 34.68292682926829, 'STDEV': 5.239635386382746}"
REB,"{'AVG': 47.51219512195122, 'STDEV': 6.643002263477599}"
AST,"{'AVG': 20.5, 'STDEV': 4.298291363085489}"
BLK,"{'AVG': 5.536585365853658, 'STDEV': 3.039635788575764}"
TOV,"{'AVG': 14.024390243902438, 'STDEV': 3.864928120508034}"
PF,"{'AVG': 22.304878048780488, 'STDEV': 4.684329074033247}"
