,0
Team_ID,1610612764
Season,2014-15
FGM,"{'AVG': 38.28048780487805, 'STDEV': 4.5413719312965295}"
FGA,"{'AVG': 82.8048780487805, 'STDEV': 7.648834373216282}"
FGP,"{'AVG': 0.464548780487804, 'STDEV': 0.057665735903219}"
FG3M,"{'AVG': 6.060975609756097, 'STDEV': 2.415728098588777}"
FG3A,"{'AVG': 16.841463414634145, 'STDEV': 4.569003220021946}"
FG3P,"{'AVG': 0.361716384587967, 'STDEV': 0.11533517905736501}"
FTM,"{'AVG': 15.914634146341463, 'STDEV': 5.911280740072784}"
FTA,"{'AVG': 21.4390243902439, 'STDEV': 21.4390243902439}"
FTP,"{'AVG': 0.738597560975609, 'STDEV': 0.738597560975609}"
OREB,"{'AVG': 10.512195121951219, 'STDEV': 3.414724479383273}"
DREB,"{'AVG': 34.15853658536585, 'STDEV': 5.2762442501777596}"
REB,"{'AVG': 44.670731707317074, 'STDEV': 6.676020989190944}"
AST,"{'AVG': 24.01219512195122, 'STDEV': 4.72841137532437}"
BLK,"{'AVG': 4.609756097560975, 'STDEV': 2.270346128834862}"
TOV,"{'AVG': 14.378048780487806, 'STDEV': 3.942926919047462}"
PF,"{'AVG': 20.817073170731707, 'STDEV': 4.012720664385002}"
