,0
Team_ID,1610612741
Season,2014-15
FGM,"{'AVG': 36.59756097560975, 'STDEV': 4.599677272891501}"
FGA,"{'AVG': 82.89024390243902, 'STDEV': 7.412045747430286}"
FGP,"{'AVG': 0.443182926829268, 'STDEV': 0.054463744436042}"
FG3M,"{'AVG': 7.865853658536586, 'STDEV': 2.651634460413636}"
FG3A,"{'AVG': 22.25609756097561, 'STDEV': 4.768235886766281}"
FG3P,"{'AVG': 0.35354819331319903, 'STDEV': 0.093494726050625}"
FTM,"{'AVG': 19.73170731707317, 'STDEV': 6.198464127742352}"
FTA,"{'AVG': 25.20731707317073, 'STDEV': 25.20731707317073}"
FTP,"{'AVG': 0.7818902439024391, 'STDEV': 0.7818902439024391}"
OREB,"{'AVG': 11.695121951219512, 'STDEV': 4.418504926715984}"
DREB,"{'AVG': 34.048780487804876, 'STDEV': 5.6457182268422255}"
REB,"{'AVG': 45.74390243902439, 'STDEV': 6.839989487411162}"
AST,"{'AVG': 21.71951219512195, 'STDEV': 4.5195716781759785}"
BLK,"{'AVG': 5.804878048780488, 'STDEV': 3.275193046389347}"
TOV,"{'AVG': 13.170731707317072, 'STDEV': 3.999397726413811}"
PF,"{'AVG': 18.23170731707317, 'STDEV': 4.025532034426345}"
